QuestionNum,Question,AnswerUse,Curiosity,Satisfy,More,CurSD,SatSD,MoreSD,KnowNO,KnowTOT,KnowYES,Count,KnowNOprop,KnowYESprop,KnowTOTprop,CurSD_z,Length
331,What are Quivira and Cibola?  ,Two of the seven cities of gold,52.11627907,55.69767442,52.20930233,33.63049162,34.03537018,35.50221867,36,3,4,43,0.837209302,0.093023256,0.069767442,0.39882051,30
332,What are the bumps on the tongue that carry the taste buds called? ,Papillae,62.7826087,64.2826087,41.69565217,31.79861146,28.90571881,34.48598399,22,17,7,47,0.468085106,0.14893617,0.361702128,-0.250009048,67
334,What are trammels and seines? ,Fishing nets ,48.25581395,55.20930233,33.23255814,32.63148715,32.43275691,31.89255564,37,2,3,43,0.860465116,0.069767442,0.046511628,0.044985339,30
335,"What are you trying to remember if you use the mnemonic ""HOMES""?  ",The names of the Great Lakes ,54,61.36842105,32.18421053,34.68234226,31.04784543,31.16118103,31,3,4,40,0.775,0.1,0.075,0.771373147,66
337,What artillery weapon was launched upon the world in 400 B.C.?  ,Catapult ,69.77083333,68.02083333,43.6875,31.73711136,32.44208561,35.6168477,33,5,10,48,0.6875,0.208333333,0.104166667,-0.271791631,64
343,What Australian city's pro basketball team was called the Devils? ,"Hobart, Tasmania",37,41.76744186,18.58139535,31.03531015,32.86685783,21.47782085,37,2,4,43,0.860465116,0.093023256,0.046511628,-0.520361039,66
344,What baseball team plays its home games at Petco Park? ,The San Diego Padres,38.91304348,46.76086957,21.93478261,34.56898166,32.82965108,26.190246,31,4,11,46,0.673913043,0.239130435,0.086956522,0.731222206,55
346,"What bay is Otis Redding serenading in ""(Sittin' on) the Dock of the Bay""? ",San Francisco Bay ,67.72727273,74.75,42.31818182,32.0706804,24.56138489,33.79195771,30,7,7,44,0.681818182,0.159090909,0.159090909,-0.153645556,75
348,What Beatles song lasted the longest on the American charts? ,Hey Jude,66.81081081,66.21621622,37.40540541,31.36331707,30.29863871,31.73366549,26,5,6,37,0.702702703,0.162162162,0.135135135,-0.404184999,61
356,What brand is known as PFK in French-speaking Quebec and Spanish-speaking Puerto Rico?,KFC ,38.15909091,58.86363636,36.72727273,33.80377245,29.82319287,31.11670727,41,0,3,45,0.911111111,0.066666667,0,0.46019446,86
364,"What bulb vegetable is traditionally worn on Saint David's Day, as it's a national symbol of Wales?",The Leek ,59.61904762,52.26190476,39.52380952,30.70230974,31.88627622,30.85152334,32,5,5,42,0.761904762,0.119047619,0.119047619,-0.638305714,99
367,What Canadian singer appeared on the first cover of Entertainment Weekly? ,K.D. Lang,54.09615385,44.40384615,26.01923077,34.87920872,33.8220601,29.57177403,40,1,11,52,0.769230769,0.211538462,0.019230769,0.841100838,74
369,What cartoonist created the bearded guru named Mr. Natural? ,R. Crumb,44.86666667,44.22222222,26.15555556,34.93409379,32.30176528,28.71486434,38,0,6,46,0.826086957,0.130434783,0,0.860540461,60
379,What city's orchestra did Eugene Ormandy conduct for 44 years? ,Philadelphia's ,36.04081633,44.16326531,23.12244898,31.68856207,29.16858108,25.92507847,44,2,3,50,0.88,0.06,0.04,-0.288987197,63
386,What color lipstick did silent movie stars wear?  ,Black,64.1627907,73.48837209,50.6744186,31.0199093,22.60886056,31.69176018,31,4,8,44,0.704545455,0.181818182,0.090909091,-0.525815833,50
389,What common aquarium fish is named for the naturalist who discovered it in Trinidad in 1876? ,The guppy,52.95348837,57.55813953,44.02325581,33.9207434,29.89768451,32.08210328,37,3,3,43,0.860465116,0.069767442,0.069767442,0.501624141,93
391,What common item is usually made up of twelve pentagons and twenty hexagons?,A soccer ball,66.35714286,64.97619048,22.97619048,31.6765832,33.19821336,28.17409993,30,6,7,43,0.697674419,0.162790698,0.139534884,-0.293229965,76
392,What company introduced the first LP record albums?  ,Columbia,63.79069767,65.62790698,36.88372093,33.36133929,28.53487695,31.78889391,33,2,9,44,0.75,0.204545455,0.045454545,0.303490043,53
396,"What could be built by the largest Lego set ever sold, a 5195-piece monstrosity? ",The Millenium Falcon ,68.27659574,67.65957447,46.68085106,32.49461636,32.58052005,38.42163475,38,3,6,47,0.808510638,0.127659574,0.063829787,-0.003492621,81
397,What country borders both of the world's only two nations with square flags? ,Italy ,54.37254902,55.54901961,39.66666667,34.74015589,34.04956019,33.90378543,46,4,3,53,0.867924528,0.056603774,0.075471698,0.791850028,77
398,What country has six sheep for every human? ,Australia,63.375,65.72916667,36.95833333,29.85683927,28.31790621,28.62149046,33,7,9,49,0.673469388,0.183673469,0.142857143,-0.937761019,44
399,"What country is home to Roots, the company that outfits the U.S. Olympic team? ",Canada,44.02083333,50.3125,35.79166667,32.25727006,31.16268653,34.78564043,43,1,5,49,0.87755102,0.102040816,0.020408163,-0.08755778,79
400,"What country launched Europe's first super-high-speed passenger train, in 1981?",France,64.9,60,47.675,30.53522556,30.26379745,32.19761697,27,8,5,40,0.675,0.125,0.2,-0.697484888,79
402,What country's Meiji Restoration began in 1866? ,Japan,38.97777778,55.08888889,29.57777778,31.73791029,30.45102045,31.11816839,33,2,10,45,0.733333333,0.222222222,0.044444444,-0.271508661,48
403,What craylola color became 'midnight blue' in 1985 to remove an out-of-date geographical term? ,Prussian Blue ,71.75555556,64.57777778,50.26666667,32.08451592,31.00988764,33.0140466,35,6,4,45,0.777777778,0.088888889,0.133333333,-0.148745185,95
406,What current branch of the U.S. military was a corps of only 50 soldiers when World War I broke out?,The U.S. Air Force,58.58536585,61.63414634,44.29268293,34.50867689,32.40042908,37.87099411,31,5,5,41,0.756097561,0.12195122,0.12195122,0.709862994,100
407,What desert is home to the Ahaggar and Tibesti Mountains? ,Sahara,49.25,56.35416667,41.35416667,33.57462314,30.5638429,33.06826568,44,1,3,48,0.916666667,0.0625,0.020833333,0.379032577,58
409,What did Coleco name its 1983 home computer in the hope that it would take a bit out of Apple's sales?,Adam,68.33333333,62.45238095,48.69047619,26.63728056,30.96591547,32.98298756,34,7,4,45,0.755555556,0.088888889,0.155555556,-2.078089353,102
412,"What did Ray Tomlinson send in Cambridge, Massachusetts, in late 1971? ",The first email,42.425,67.625,54.65,31.92530344,29.77754058,34.89144337,36,1,3,40,0.9,0.075,0.025,-0.205136296,71
414,What did the letter Q originally stand for in NASDAQ?  ,Quotations ,56.56756757,52.40540541,33.02702703,31.62237301,33.74039737,37.20102036,30,2,5,37,0.810810811,0.135135135,0.054054054,-0.312430554,55
425,"What Dublin, Ohio based company trades under the ticker symbol WEN? ",Wendy's ,35.4,61.86666667,24.53333333,33.68058518,34.49150093,30.85125605,36,3,6,45,0.8,0.133333333,0.066666667,0.416563036,68
428,What element must be burned out of pig iron to make steel? ,Carbon,60.62222222,59.77777778,40.42222222,23.72885555,23.98000008,28.41373619,38,3,4,45,0.844444444,0.088888889,0.066666667,-3.108217932,59
431,What English dynasty collapsed in the Wars of the Roses?  ,The Plantagenets,51,43.30232558,34.76744186,32.88797725,31.06102663,31.07964976,35,2,6,43,0.813953488,0.139534884,0.046511628,0.135830997,58
432,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,Geyser,52.35135135,62.7027027,45.08108108,32.40560327,26.38588097,30.62984962,32,4,3,39,0.820512821,0.076923077,0.102564103,-0.03501997,86
433,What EU nation was once led by a president and a prime minister who were identical twins? ,Poland,65.95348837,59.74418605,55.48837209,30.80812624,27.64321412,30.71634596,37,2,4,43,0.860465116,0.093023256,0.046511628,-0.600826804,90
434,What European country is named for the dark-looking Dinaric Alps? ,Montenegro,58.91304348,60.23913043,45.56521739,33.64046907,32.24364522,34.14195996,40,4,3,47,0.85106383,0.063829787,0.085106383,0.402354401,66
435,"What event inspired Herbert Morrison's famous quote ""Oh, the humanity!""?",The Hindenburg explosion,56.3,67.175,49.825,34.85662943,28.27691593,33.39268114,26,6,8,40,0.65,0.2,0.15,0.833103532,72
440,What famed TV personality wrote the screenplay for 1968's Planet of the Apes? ,Rod Serling ,52.12820513,53.61538462,39.46153846,30.817954,31.99803891,31.69911683,32,5,2,39,0.820512821,0.051282051,0.128205128,-0.597345931,78
441,What famous diplomat represented France at the Congress of Vienna in 1814?  ,Talleyrand,36.21875,36.71875,20.6875,34.2982501,30.58381859,28.48705139,28,2,2,33,0.848484848,0.060606061,0.060606061,0.635332398,76
451,What five-letter word did Time magazine coin in 1926 to refer to left-leaners? ,Pinko,65.82857143,59,51.65714286,33.59226602,32.96611451,34.29280739,27,3,6,36,0.75,0.166666667,0.083333333,0.385281468,79
452,"What food, still edible, was found by archaeologists in the tombs of Egyptian pharaohs? ",Honey,71.61702128,72.53191489,58.65957447,27.70618609,26.48367099,31.36757991,34,3,11,48,0.708333333,0.229166667,0.0625,-1.699496083,88
453,"What former president coined the phrase ""lunatic fringe"" to refer to the wackos in his own reform movement?",Theodore Roosevelt ,55.51428571,57.48571429,52.14285714,34.81072471,30.90342778,32.86706098,28,5,2,36,0.777777778,0.055555556,0.138888889,0.816844639,107
455,What founder of PCs Limited went on to become the youngest Fortune 500 CEO in history?,Michael Dell,63.64102564,68.05128205,45.07692308,35.2139978,28.37896619,33.02422127,29,4,7,40,0.725,0.175,0.1,0.959679039,86
457,"What future radio star had a number one hit with his novelty number ""Disco Duck""?  ",Rick Dees,49.62222222,46.22222222,29.2,34.73686075,31.04607199,29.36649297,37,5,3,46,0.804347826,0.065217391,0.108695652,0.79068293,83
458,What future secretary of state became America's first five-star general in December 1944? ,George Marshall,57.93023256,55.90697674,43.11627907,30.59675936,31.57893659,32.8598824,31,3,10,44,0.704545455,0.227272727,0.068181818,-0.675690369,90
461,What game was created by French mathematician Blaise Pascal when he was experimenting with perpetual motion? ,Roulette,66.7826087,67.54347826,60.56521739,24.37112412,26.62388779,29.91146356,35,7,4,46,0.760869565,0.086956522,0.152173913,-2.880734258,109
464,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",Zinfindel,51.3255814,57.72093023,46.48837209,30.85736844,31.20922146,32.74313603,35,3,5,43,0.813953488,0.11627907,0.069767442,-0.583385818,84
468,What group's honor society is the Order of the Arrow? ,The Boy Scouts of America,45.43902439,57.3902439,35.80487805,30.65211965,29.60648413,32.66130701,33,2,6,41,0.804878049,0.146341463,0.048780488,-0.65608243,54
470,"What had Adams, Nrris, Patrick and Smythe divisions prior to 1993? ",The NHL ,38.25531915,50.78723404,24.04255319,33.79250501,33.77478875,28.35946085,41,2,3,47,0.872340426,0.063829787,0.042553191,0.456203672,67
471,What Hall of Famer played his entire major-league career for the Minnesota Twins? ,Kirby Puckett ,38.51724138,48.01724138,22.36206897,35.13694581,36.05429209,28.64770789,45,3,10,58,0.775862069,0.172413793,0.051724138,0.932388165,82
472,What happens 92 times in a row at the beginning of Tom Stoppard's play Rosencrantz and Guildenstern are Dead?,Flipped coin comes up heads,49.94871795,56.84615385,34.33333333,34.60525418,28.3850762,31.71694992,34,3,3,40,0.85,0.075,0.075,0.74406949,109
473,What city's harbor is overlooked by Victoria Peak? ,Hong Kong ,51.42592593,58.37037037,34.90740741,34.30748961,27.75043518,31.65871576,43,4,8,55,0.781818182,0.145454545,0.072727273,0.638604921,51
481,What Indianapolis grocer made his name by selling canned pork and beans to U.S. troops during the Civil War?,Gilbert Van Camp ,61.84444444,57.88888889,37.68888889,32.93654751,33.40265519,30.29538085,27,9,9,45,0.6,0.2,0.2,0.153033988,108
482,What industry uses 20% of China's harvested plants?  ,Medicine,62.97560976,63.04878049,55.41463415,29.48006768,28.22051667,30.76034428,31,2,9,42,0.738095238,0.214285714,0.047619048,-1.07120891,53
484,What instrument was invented to sound like a human singing? ,Violin,71.09302326,69.65116279,48.60465116,29.8964992,30.35808806,32.12115423,32,5,6,43,0.744186047,0.139534884,0.11627907,-0.923713956,60
485,What Internet portal was sued for copyright infringement in 2000 by the star of Young Einstein? ,Yahoo!,55.56097561,59.82926829,49.51219512,33.81866998,29.272771,36.34495973,33,4,4,41,0.804878049,0.097560976,0.097560976,0.465470983,96
486,"What invention should make Ts'ai Lun, a second-century inventor, a household name? ",Paper,68.8,66.45714286,57.11428571,29.70323809,27.13402775,33.70265431,32,2,2,36,0.888888889,0.055555556,0.055555556,-0.992164679,83
488,"What invisible ""color"" can bees see on flower petals?  ",Bee purple ,75.12820513,66.33333333,64.17948718,27.24661204,29.67839311,31.04230712,29,6,4,40,0.725,0.1,0.15,-1.862271591,55
492,What is a female donkey called?,A jenny ,73.67647059,77.91176471,40.55882353,25.90275589,22.96818306,32.28302038,21,9,4,34,0.617647059,0.117647059,0.264705882,-2.338249009,31
495,"What is absent in ""negative"" blood types like O negative and AB negative? ",Rhesus antigens (Rh or RhD),57.85365854,56.36585366,42,34.31075704,28.3238028,32.63740186,24,8,10,42,0.571428571,0.238095238,0.19047619,0.639762205,74
496,What is an adit?  ,A mine shaft passage,62.69230769,59.64102564,32.84615385,31.69023911,31.37253843,28.21117589,34,2,4,40,0.85,0.1,0.05,-0.288393208,18
505,What is measured in millibars? ,Pressure,59.22727273,58.65909091,31.52272727,31.1521873,30.40956335,30.35869948,29,6,10,45,0.644444444,0.222222222,0.133333333,-0.478964581,31
510,"What is the common term for the sports ailment ""lateral humeral epicondylitis""? ",Tennis elbow ,43.44186047,54.97674419,28.74418605,33.03987657,33.01622139,29.65362985,32,6,8,47,0.680851064,0.170212766,0.127659574,0.189631881,80
511,What is the deepest point of the Mariana Trench?,Challenger Deep ,53.06818182,44.59090909,37.63636364,33.41799942,32.39029296,33.04056063,36,4,4,44,0.818181818,0.090909091,0.090909091,0.323558368,48
513,What is the largest creature without a backbone? ,Giant squid,73.84444444,74.84444444,50.15555556,28.32919756,28.7085318,33.48334427,33,4,8,45,0.733333333,0.177777778,0.088888889,-1.478833036,49
514,What is the largest flower in the world? ,Rafflesia (corpse lily) ,74.38461538,66.17948718,57.84615385,24.47621336,29.86625608,31.98316865,30,3,6,39,0.769230769,0.153846154,0.076923077,-2.843512936,41
518,What is the lightest of the three kinds of fencing swords? ,The Foil,36.57142857,42.5,31.14285714,31.02016878,31.17632779,27.14511269,32,3,7,42,0.761904762,0.166666667,0.071428571,-0.525723928,59
521,What is the most sober school according to The Princeton Review? ,Brigham Young University,65.7173913,60.97826087,32.7173913,33.0935798,31.7360567,32.92662755,36,4,6,46,0.782608696,0.130434783,0.086956522,0.208652907,65
522,What is the name given to a young swan? ,Cygnet ,53.12765957,57.17021277,37.44680851,32.29054042,31.91246121,37.16637594,30,9,8,48,0.625,0.166666667,0.1875,-0.075773823,40
526,What is the name of the ship that carried Captain Cook to Australia?  ,Endeavour ,64.11111111,60.31111111,53.22222222,29.38476895,24.72836265,26.67130641,28,10,6,45,0.622222222,0.133333333,0.222222222,-1.104962553,70
527,What is the national tree of Jamaica? ,The Blue Mahoe ,55.80952381,49.88095238,36.23809524,30.59590128,28.04021709,32.67788804,33,5,4,42,0.785714286,0.095238095,0.119047619,-0.675994288,38
534,What is the only English word with three consecutive double letters?  ,Bookkeeper,86.18181818,78.54545455,36.63636364,21.48365818,27.19563452,29.71734355,37,4,4,45,0.822222222,0.088888889,0.088888889,-3.903439394,70
539,What is the only part of the body that can't repair itself? ,Tooth,73.63888889,70.69444444,43.25,28.42247881,22.55383331,35.34432668,25,3,9,37,0.675675676,0.243243243,0.081081081,-1.445793958,60
540,What is the only part of the body that has no blood supply? ,Cornea,80.23255814,77.11627907,65.20930233,25.24908033,22.34812158,29.41700038,27,6,10,43,0.627906977,0.23255814,0.139534884,-2.569772902,60
541,What is the only type of animal besides a human that can get a sunburn?,Pig,76.21428571,75.11904762,50.9047619,21.4561785,22.45342321,34.02281123,29,5,7,42,0.69047619,0.166666667,0.119047619,-3.91317236,71
545,What is the second oldest continuously held American sporting event?  ,Westminster Kennel Club dog show ,60.70454545,52.38636364,30.04545455,28.5987311,30.30482033,31.27518858,31,9,5,45,0.688888889,0.111111111,0.2,-1.38336755,70
546,What is the smallest country in Africa? ,The Gambia,45.075,44.6,21.15,34.85823855,31.41108738,25.28255708,32,4,4,40,0.8,0.1,0.1,0.833673462,40
552,"What is unusual about the ""in God We Trust"" Motto on the U.S. Mint's recent presidential dollar coins?",It's stamped on the coin's edge.,79.74,64.84,45.08,24.66825606,31.54805858,33.79520555,41,3,6,50,0.82,0.12,0.06,-2.775493757,102
553,What Islamic shrine is today built on Jerusalem's Temple Mount?  ,The Dome of the Rock,49.93181818,53.77272727,39.25,32.7629951,35.79389557,34.33970175,28,7,8,44,0.636363636,0.181818182,0.159090909,0.091563847,65
554,What island in Manila Bay was the site of a famous 1942 siege?  ,Corregidor,51.65957447,48.23404255,35.0212766,31.51692202,27.32510612,31.37327121,37,8,3,48,0.770833333,0.0625,0.166666667,-0.349780003,64
556,What islands are home to most of the world's blue-footed boobies? ,The Galapagos Islands ,65.68292683,67.70731707,54.90243902,27.16839986,24.01275068,28.43835867,34,5,3,42,0.80952381,0.071428571,0.119047619,-1.889973388,66
557,What Italian physician was the first to describe the way the ovaries connect to the uterus in humans?,Gabriele Falloppio ,53.40909091,59.47727273,39.45454545,31.21070045,33.31421139,31.69289741,41,1,3,45,0.911111111,0.066666667,0.022222222,-0.458239941,101
559,"What Japanese word for ""wave person"" refers to a masterless samurai?  ",Ronin,59.44444444,53.97222222,46.41666667,32.68240632,32.31141869,35.77738711,27,2,7,37,0.72972973,0.189189189,0.054054054,0.063020285,70
562,"What kind of ""oven"" is the official state cooking pot of Utah? ",Dutch Oven,52,53.2,33.77142857,31.47548065,31.3150969,31.82034654,25,3,7,35,0.714285714,0.2,0.085714286,-0.364458029,63
564,What kind of animal attacked Jimmy Carter during an April 1979 fishing trip?   ,Rabbit,59.10526316,61.57894737,43.57894737,34.52205678,30.56639347,36.79940627,26,6,6,38,0.684210526,0.157894737,0.157894737,0.714601987,79
566,"What kind of animal is referenced in the title of Lynne Truss's punctuation guide ""Eats, Shoots & Leaves""?",Panda,43.04166667,60.72916667,35.6875,32.84454573,31.99384222,36.56597433,34,4,10,48,0.708333333,0.208333333,0.083333333,0.120448085,106
568,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,Mung beans ,59.58333333,53.11111111,38.05555556,32.76354682,32.18498122,30.97274788,25,4,7,36,0.694444444,0.194444444,0.111111111,0.091759259,96
569,"What kind of enormous, cool star will our own sun become in five billion years? ",A red giant ,62.4047619,70.88095238,55.19047619,33.02774851,28.53940569,37.79291332,28,5,10,43,0.651162791,0.23255814,0.11627907,0.18533627,80
571,"What kind of information resource takes its name from a Hawaiian word for ""quick""? ",A wiki,60.92307692,71.43589744,50.33333333,31.57729415,23.9734446,31.22948449,32,3,4,39,0.820512821,0.102564103,0.076923077,-0.328396932,83
578,"What Latin American dictator was called ""Carepina""- ""Pineapple Face""- because of his acne scarred complextion?",Manuel Noriega ,56.98039216,43.7254902,34.7254902,28.61432522,28.7005773,28.10699445,37,7,7,51,0.725490196,0.137254902,0.137254902,-1.377844304,110
579,What literary pickpocket's real name is Jack Dawkins?,The Artful Dodger,49.97826087,50.34782609,34.47826087,33.18332187,32.79919876,31.60994157,33,5,8,46,0.717391304,0.173913043,0.108695652,0.24043845,53
581,What Manhattan intersection was America's first traffic circle?,Columbus Circle ,56.55555556,53.51111111,36.68888889,29.35020176,27.32849181,27.13503457,32,6,6,45,0.711111111,0.133333333,0.133333333,-1.11720583,63
582,"What Margate City, NJ, housing area has been misspelled on the Monopoly board for almost 80 years?",Marven (Marvin) Gardens,63.83333333,68.58333333,41.16666667,34.51500709,27.19598185,35.84051977,26,3,7,37,0.702702703,0.189189189,0.081081081,0.712105074,98
584,"What match play event, similar to the Ryder Cup, pits a U.S. team against a non-European international team?",The Presidents Cup,42.44186047,43.79069767,25.06976744,29.43459442,28.66934495,27.66758061,32,2,10,44,0.727272727,0.227272727,0.045454545,-1.087314981,108
585,What metal was found in Nevada's famed Comstock Lode?  ,Silver,61.05555556,64.08333333,45.86111111,31.94096737,34.40961244,33.54327932,27,5,5,37,0.72972973,0.135135135,0.135135135,-0.199588323,55
590,What modern-day conglomerate built the Zero fighter planes used to bomb Pearl Harbor?  ,Mitsubishi ,45.14583333,62.875,41.27083333,35.11803173,34.71992806,34.22810814,31,6,11,48,0.645833333,0.229166667,0.125,0.925689029,87
591,"What molecule is named for the Greek word for ""smell,"" because of the odor associated with lightning storms?",Ozone,59.0952381,62.04761905,48.61904762,31.83709259,31.07343967,29.15304643,32,7,4,45,0.711111111,0.088888889,0.155555556,-0.236379502,108
592,What Monkees number one hit was written by a young Neil Diamond? ,I'm a Believer ,62.48837209,62.95348837,41.88372093,33.34121723,32.20762516,31.7139066,29,6,9,44,0.659090909,0.204545455,0.136363636,0.296363056,65
594,What musical group chose their name deliberately so that they would appear last in alphabetical listings?,ZZ Top,64.56818182,67.06818182,40.52272727,30.92782124,31.79761416,32.47717527,28,7,10,46,0.608695652,0.217391304,0.152173913,-0.558432297,105
595,What name is given to an eagle's nest?   ,Aerie,69.20833333,70.5625,44.52083333,26.32445537,25.87194838,33.07373425,31,10,7,48,0.645833333,0.145833333,0.208333333,-2.188888211,41
596,"What name is shared by the rivers that run through Denison, TX and Hanoi, Vietnam?",Red River,52.14583333,46.77083333,31.97916667,35.03371603,31.94692379,32.43487064,39,3,6,48,0.8125,0.125,0.0625,0.89582544,82
598,What nation borders both Nigeria and Gabon? ,Cameroon,42.61904762,50.66666667,34.0952381,34.19667106,34.8240642,32.46372048,35,4,3,42,0.833333333,0.071428571,0.095238095,0.599354343,44
602,What New York country club lent its name to the kind of dinner jacket first worn there in 1886?  ,Tuxedo Club ,61.26530612,59.16326531,40.53061224,31.80656085,33.68502816,33.25225684,37,8,4,49,0.755102041,0.081632653,0.163265306,-0.247193472,97
603,What NHL team plays its home games in a suburb called Sunrise?,The Florida Panthers,36.69230769,44.53846154,26.38461538,34.83808703,35.14394921,32.80694357,32,0,7,39,0.820512821,0.179487179,0,0.826536039,62
604,"What noisy word comes from the capital of Hell in Milton's ""Paradise Lost""? ",Pandemonium,60.04761905,64.88095238,50.04761905,33.03505336,29.75034526,36.04668543,31,6,6,43,0.720930233,0.139534884,0.139534884,0.187923556,76
607,What onetime NBA Finals MVP was the last owner of the CBA before its 2001 bankruptcy? ,Isiah Thomas,32.51162791,38.48837209,25.58139535,32.25594969,30.62474264,31.64778828,39,1,3,43,0.906976744,0.069767442,0.023255814,-0.088025439,86
612,What Oscar-winning Best Picture is named for a type of rose? ,American Beauty,63.4047619,65.97619048,41.0952381,33.03808558,29.35608808,32.87434282,28,6,8,42,0.666666667,0.19047619,0.142857143,0.188997532,61
615,What Pacific island chain is named for Philp IV's Austrian queen? ,The Marianas,42.88888889,42.04444444,32.6,32.63379608,30.92950603,32.34079889,42,1,3,46,0.913043478,0.065217391,0.02173913,0.045803133,66
618,What part of his body did Keith Richards insure for a million pounds?,"Third finger, left hand ",68.74418605,57.23255814,49.11627907,27.99327557,28.45617952,28.72132881,31,6,8,46,0.673913043,0.173913043,0.130434783,-1.597812496,69
619,What peninsula is located between the Sea of Azov and the Black Sea? ,The Crimea,44.53061224,52.42857143,32.40816327,33.12985942,30.3747428,30.9474813,41,4,4,50,0.82,0.08,0.08,0.221502704,69
620,"What pet bird takes its name from Australian Aborigine words for ""good eating""?",The budgerigar,66.04444444,59,46.6,29.78480054,31.56162803,34.04635877,39,3,3,45,0.866666667,0.066666667,0.066666667,-0.963276254,79
622,"What plant takes its name for the Chinese words for ""man root""? ",Ginseng ,56.52,62.3,45,35.12324656,31.42873377,32.26295026,39,3,8,50,0.78,0.16,0.06,0.927536059,64
623,What plant's roots are used to make tapioca? ,The cassava's ,64.34210526,49.63157895,36.97368421,31.06686452,31.37430611,31.14871638,25,7,7,39,0.641025641,0.179487179,0.179487179,-0.509184868,45
625,"What poker hand are you holding if you have ""two fishhooks""? ",A pair of jacks ,47.95555556,57.57777778,30.66666667,33.95582395,29.95867524,29.26990387,30,5,10,45,0.666666667,0.222222222,0.111111111,0.514049241,61
627,What popular breed of pet rabbit was named for the Asian capital where it was first domesticated? ,Angora,49.71111111,56.57777778,30.64444444,33.97299879,30.25909998,25.33785845,36,6,3,46,0.782608696,0.065217391,0.130434783,0.52013236,98
633,What president was shot while walking to California Governor Jerry Brown's office?  ,Gerald Ford ,62,64.47222222,42.16666667,29.4996368,17.69824222,32.18828536,26,6,5,37,0.702702703,0.135135135,0.162162162,-1.064277765,84
635,What product did Herbert Lapidus invent in 1974 by impregnanting latex rubber with coconut charcoal?,Odor Eaters ,64.91111111,55.02222222,38.64444444,26.73083189,32.30570516,35.27370612,38,2,6,47,0.808510638,0.127659574,0.042553191,-2.044954613,100
641,What reference classic is still named for the defunct New York newspaper that first published it in 1868?,The World Almanac and Book of Facts,50.39534884,60.97674419,35.8372093,32.79019855,32.08507172,32.19651729,33,5,6,44,0.75,0.136363636,0.113636364,0.101198975,105
649,"What road, which names a 2002 film, divides Wayne County from affluent Oakland and Maycomb Counties?",8 Mile Road ,53.37777778,52,32.95555556,31.06246558,27.84780063,27.30797049,37,3,6,46,0.804347826,0.130434783,0.065217391,-0.51074292,100
650,What rubber Wham-O toy inspired the name of one of the world's largest sporting events? ,The Super Bowl ,65.775,66.8,38.55,32.58557767,32.10335872,32.24819613,30,4,7,42,0.714285714,0.166666667,0.095238095,0.028724761,88
653,"What sandwich bread, because of its shape, takes its name from the Italian for ""carpet slipper""? ",Ciabatta,62.07317073,56.09756098,39.85365854,28.21381775,29.15287711,33.6389365,29,5,8,43,0.674418605,0.186046512,0.11627907,-1.519699153,97
654,"What school has the most students over age 25, according to U.S. News & World Report?",University of Phoenix,58.60526316,52.52631579,31.78947368,33.25214033,32.39097042,32.60173921,34,0,4,39,0.871794872,0.102564103,0,0.264813107,85
656,What semolina product is used to make the Moroccan dessert seffa? ,Couscous ,44.18867925,54.05660377,38.98113208,34.4350317,33.82387362,35.80851347,46,3,4,53,0.867924528,0.075471698,0.056603774,0.683778768,66
658,What singer took his stage name from a Dublin hearing aid billboard?  ,Bono ,60.88372093,64.09302326,34.72093023,33.15060102,33.39932559,33.18370626,34,4,5,43,0.790697674,0.11627907,0.093023256,0.228849124,70
661,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,Nutmeg,60.26470588,62.11764706,58.5,34.15056575,32.13490947,33.61119042,27,2,5,34,0.794117647,0.147058824,0.058823529,0.583024407,82
662,What slot on the back of an arrow's shaft keeps it on the bowstring? ,The nock,51.85714286,53.78571429,31.19047619,32.38455777,32.55354742,27.4947783,28,6,9,44,0.636363636,0.204545455,0.136363636,-0.042474029,69
664,What snack food is an ingredient in the explosive dynamite?  ,Peanuts ,71.55555556,64.22222222,63.91111111,34.13246625,34.57527288,36.46593817,35,4,6,45,0.777777778,0.133333333,0.088888889,0.576613787,61
671,"What sport used the term ""home run"" long before baseball?  ",Cricket,69.97727273,55.88636364,38.72727273,25.19919585,25.83779088,28.14031589,35,6,3,45,0.777777778,0.066666667,0.133333333,-2.587441375,59
686,What term does rapper B.G. say he wishes he'd patented when he used it for the title of his massive 1999 hit?,Bling bling ,56.06818182,56.15909091,35.38636364,31.82174021,33.11076772,33.7475001,37,1,7,45,0.822222222,0.155555556,0.022222222,-0.241817127,109
693,What transmits the disease typanosomiasis to humans and cattle? ,Tse-tse fly,62.65,57.05,43.775,31.75349769,35.08082243,36.03238394,31,3,6,40,0.775,0.15,0.075,-0.265987794,64
694,"What tuber, also called the sunroot or topinambur, is actually native to North America, not the Middle East?",Jerusalem artichoke ,45.81081081,51.7027027,28.81081081,34.90927753,31.03033002,30.5530848,29,4,4,37,0.783783784,0.108108108,0.108108108,0.851750844,108
697,What animal is combined with a serpent to make the mythical creature the Cockatrice? ,Rooster,62.63414634,53.75609756,47.43902439,33.0671711,31.66842314,32.28858063,33,3,5,42,0.785714286,0.119047619,0.071428571,0.19929927,85
